_id,title,release_year,movie_rating,summary,Up_System
643,Overboard,1987,6.9,"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.",CM
644,Baby Boom,1987,6.2,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,CM
645,Prizzi's Honor,1985,6.8,A professional hitman and hitwoman fall in love.,CM
646,Winnie the Pooh,2011,7.2,"While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called, The Backson.",CM
647,Event Horizon,1997,6.7,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,CM
648,Superhero Movie,2008,4.5,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",CM
649,The Host,2013,5.9,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",CM
650,El Cid,1961,7.3,The fabled Spanish hero Rodrigo Diaz (a.k.a. El Cid) overcomes a family vendetta and court intrigue to defend Christian Spain against the Moors.,CM
651,Machete,2010,6.6,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",CM
652,The Forest,2016,4.8,"A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.",CM
653,An American Werewolf in Paris,1997,5.1,An American man unwittingly gets involved with French werewolves who have developed a serum allowing them to transform at will.,CM
654,Harriet the Spy,1996,6.0,Harriet M. Welsch is a spy. But when Harriet's friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,CM
655,Basic,2003,6.5,A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.,CM
656,The Born Losers,1967,6.1,Billy Jack battles outlaw motorcycle gang in a small California beach town.,CM
657,Bulworth,1998,6.8,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,CM
658,The Woman in Black 2: Angel of Death,2014,4.9,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrives, awakening the house's darkest inhabitant.",CM
659,Blast from the Past,1999,6.6,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,CM
660,Sinbad: Legend of the Seven Seas,2003,6.7,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",CM
661,First Kid,1996,5.2,"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",CM
662,Run All Night,2015,6.6,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",CM
663,Book of Shadows: Blair Witch 2,2000,4.0,"A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.",CM
664,Street Kings,2008,6.8,"An undercover cop, disillusioned by the recent murder of his wife, is implicated in the murder of an officer and must struggle to clear himself.",CM
665,One for the Money,2012,5.3,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",CM
666,Boogie Nights,1997,7.9,The story of a young man's adventures in the California pornography industry of the late 1970s and early 1980s.,CM
667,House Party,1990,6.4,"Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives.",CM
668,Ben-Hur,2016,5.7,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",CM
669,I.Q.,1994,6.2,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from Einstein and his friends.",CM
670,Great Expectations,1998,6.8,Modernization of Charles Dickens classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,CM
671,Houseguest,1995,6.0,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",CM
672,A Walk Among the Tombstones,2014,6.5,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,CM
673,Protocol,1984,5.5,The US needs to convince the visiting emir Khala'ad of Othar to allow an American military base in his strategic realm. Clueless nightclub waitress Sunny Ann Davis accidentally spots and ... See full summary&nbsp;,CM
674,Sayonara,1957,7.2,A US Air Force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.,CM
675,Wildcats,1986,6.0,A rookie high school football coach has a harder time than she expected trying to whip her tough inner city team into shape.,CM
676,Love the Coopers,2015,5.8,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,CM
677,Private Lessons,1981,5.2,An immigrant housemaid seduces a 15-year-old boy and later fakes her own death as part of his chauffeur's blackmail plot. Troubles arise when the two start to fall in love.,CM
678,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,CM
679,Necessary Roughness,1991,6.1,"Due to NCAA sanctions, the Texas State University Fightin' Armadillos must form a football team from their actual student body, with no scholarships to help, to play their football schedule.",CM
680,The Wrestler,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",CM
681,Micki + Maude,1984,6.0,"A bigamist must keep his wives from meeting each other, which becomes tricky when they're both pregnant.",CM
682,Blood Work,2002,6.4,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",CM
683,A Man Apart,2003,6.1,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,CM
684,Ramona and Beezus,2010,6.6,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",CM
685,Modern Problems,1981,5.0,"Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge.",CM
686,Jacob's Ladder,1990,7.5,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",CM
687,The Exorcist III,1990,6.3,"A police Lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",CM
688,North Dallas Forty,1979,7.0,A semi-fictional account of life as a professional (American-style) football player. Loosely based on the Dallas Cowboys team of the early 1970s.,CM
689,That Awkward Moment,2014,6.2,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?",CM
690,The Descent,2005,7.2,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",CM
